ID,TR,EN,DE,RU,GLUTEN,MILK,EGG,FISH
2224,GÜLLÜ LOKUM,TURKISH DELIGHT WITH ROSE AROMA,TURKISH DELIGHT MIT ROSE AROMA,РАХАТ-ЛУКУМ С АРОМАТОМ РОЗЫ,0,0,0,0
2225,SADE LOKUM,TURKISH DELIGHT,TURKISH DELIGHT,РАХАТ-ЛУКУМ ОБЫЧНЫЙ,0,0,0,0
2226,ÇİFTE KAVRULMUŞ LOKUM,TURKISH DELIGHT WITH HARD CONSISTENCY,TÜRKISCHE FRÜCHTE MIT HARTER KONSISTENZ,РАХАТ-ЛУКУМ ДВАЖДЫ ПРОЖАРЕННЫЙ,0,0,0,0
2227,BİSKUVİ,BISCUIT,KEKS,ПЕЧЕНЬЕ-БИСКВИТ,0,0,0,0
2228,DİET BİSKUVİ,DIET BISCUIT,DIÄT KEKS,ДИЕТ.ПЕЧЕНЬЕ,0,0,0,0
2229,KURU İNCİR,SUNDRIED FIG,FEIGE,ИНЖИР СУШЕНЫЙ,0,0,0,0
2230,KURU KAYISI,DRIED APRICOTS,GETROCKNETEN APRIKOSEN,АБРИКОСЫ СУШЕНЫЕ,0,0,0,0
2231,KEPEKLİ BİSKUVİ,BRAN BISCUITS,BRAN-KEKSE,ПЕЧЕНЬЕ С ОТРУБЯМИ,0,0,0,0
2232,LEBLEBİ,ROASTED CHICKPEAS,GERÖSTETE KICHERERBSEN,ОБЖАРЕННЫЙ НУТ,0,0,0,0
2233,BEYAZ LEBLEBİ,WHITE ROASTED CHICKPEAS,WEIßE GERÖSTETEN KICHERERBSEN,БЕЛЫЙ ОБЖАРЕННЫЙ НУТ,0,0,0,0
2234,MARİNALI PEYNİR,MARINATED CHEESE,MARINIERTER KÄSE,МАРИНОВАННЫЙ СЫР,0,0,0,0
2235,ELMA MARMELATI,APPLE MARMALADE,APFEL MARMELADE,ЯБЛОЧНОЕ ВАРЁНЬЕ,0,0,0,0
2236,KAYISI MARMELAT,APRICOT MARMALADE,APRIKOSEN MARMELADE,МАРМЕЛАД АБРИКОСОВЫЙ,0,0,0,0
2237,KARPER PEYNİR,KARPER CHEESE,KARPER KÄSE,СЫР КАРПЕР,0,0,0,0
2238,PORTAKAL KOMPOSTO,ORANGE COMPOTE,ORANGEN-KOMPOTT,АПЕЛЬСИНОВЫЙ КОМПОТ,0,0,0,0
2239,AYVA KOMPOSTO,QUINCE COMPATE,QUITTEN-COMPATE,АЙВОВЫЙ КОМПОТ,0,0,0,0
2240,KAYISI ŞURUPLU,APRICOT WITH SYRUP,APRIKOSE MIT SIRUP,АБРИКОСОВЫЙ СИРОП,0,0,0,0
2241,İSLİ PEYNİR,SMOKED CHEESE,GERÄUCHERTER KÄSE,КОПЧЕНЫЙ СЫР,0,0,0,0
2242,ROKFOR PEYNİR,REQUEFORT CHEESE,REQUEFORT KÄSE,СЫР РОКФОР,0,0,0,0
2243,ÇUPRA IZGARA,GRILLED BREAM,GEGRILLTE BRASSEN,ЛЕЩ НА ГРИЛЕ,0,0,0,0
2244,LEVRAK IZGARA,GRILLED SEABASS,GEGRILLTER SEEBARSCH,СИБАС НА ГРИЛЕ,0,0,0,0
2245,SOMON BALIĞI SALATASI,SALMON SALAD,LACHS SALAT,САЛАТ ИЗ ЛОСОСЯ,0,0,0,0
2246,MAYONEZLİ KARİDES SALATASI,SHRIMP SALAD WITH MAYONNAISE,SHRIMPS-SALAT MIT MAYONNAISE,САЛАТ ИЗ КРЕВЕТОК С МАЙОНЕЗОМ,0,0,0,0
2247,ELMALI HAVUÇ SOTE,SAUTEED CARROTS WITH APPLE,SAUTIERTE KAROTTEN MIT APFEL,МОРКОВНО-ЯБЛОЧНЫЙ СОТЭ,0,0,0,0
2248,DOMATES VE MİDYELİ PENNE,PENNE WITH TOMATO AND MUSSELS,PENNE MIT TOMATEN UND MUSCHELN,ПЕННЕ С ПОМИДОРАМИ И МИДИИ,0,0,0,0
2249,TAZE BAHARATLI KREMA SOSLU FETUÇİNİ,FETTUCINI WITH FRESH BHERBS AND CREMA,FETTUCINI MIT FRISCHEN KRÄUTERN UND CREMA,ФЕТТУЧИНИ СО СВЕЖЕЙ ЗЕЛЕНЬЮ И СЛИВОЧНЫМ СОУСОМ,0,0,0,0
2250,MANTARLI TAVUK SOTE,SAUTEED CHICKEN WITH MUSHROOM ,SAUTIERTE HÜHNERBRUST MIT CHAMPIGNONS ,КУРИНО-ГРИБНОЙ РАГУ,0,0,0,0
2251,MİDYELİ DENİZ KABUĞU MAKARNASI,SEA SHELL PASTA WITH MUSSELS,SEA SHELL PASTA MIT MUSCHELN,SEA SHELL МАКАРОНЫ С МИДИЯМИ,0,0,0,0
2252,PAZI SALATASI,CHARD LEAVES SALAD,CHARD BLÄTTER SALAT,САЛАТ С МАНГОЛЬДОМ,0,0,0,0
2253,HAVUÇ VE PİRİNÇLİ PIRASA,LEEK WITH CORROT AND RICE,PORREE MIT MÖHREN UND REIS,РИС С МОРКОВЬЮ И ЛУКОМ-ПОРЕЕМ,0,0,0,0
2254,ŞARKÜTERİLİ BEZELYE SOTE,SAUTEED PEAS WITH HAM,SAUTIERTE ERBSEN MIT SCHINKEN,СОТЭ С ГОРОХОМ,0,0,0,0
2255,FETUÇİNİ ALFREDO,FETTUCINI ALFREDO,FETTUCINI ALFREDO,ФЕТТУЧИНИ АЛЬФРЕДО,0,0,0,0
2256,ZEYTİNYAĞLI KARİDES,SHRIMP WITH OLIVE OIL,GARNELEN MIT OLIVENÖL,КРЕВЕТКИ С ОЛИВКОВЫМ МАСЛОМ,0,0,0,0
2257,YENGEÇ SALATA MAYONEZLİ,CRAB SALAD WITH MAYONNAISE,KRABBENSALAT MIT MAYONNAISE,КРАБОВЫЙ САЛАТ С МАЙОНЕЗОМ,0,0,0,0
2258,YOĞURTLU PAZI,CHARD WITH YOGURT,MANGOLD MIT JOGHURT,МАНГОЛЬД С ЙОГУРТОМ,0,0,0,0
2259,ROSTO KÖFTE,ROAST MEATBALL,GEBRATENE FRIKADELLE,КОТЛЕТЫ РОСТО,0,0,0,0
2260,BALIK PİKATA,FISH PICATTA,FISCH-PICCATA,РЫБА PICCATA,0,0,0,0
2261,KREMALI SİYAH FASULYE PENNE,CREAMED BLACK BEANS PENNE,RAHMSPINAT SCHWARZE BOHNEN PENNE,ПЕННЕ С ЧЕРНОЙ ФАСОЛЬЮ И СЛИВКАМИ,0,0,0,0
2262,TAVUK BUT IZGARA,GRILLED CHICKEN LEG,GEGRILLTE HÄHNCHENSCHENKEL,ЖАРЕНАЯ КУРИНАЯ НОЖКА,0,0,0,0
2263,MAHMUDİYE ÇORBA,MAHMUDIYE SOUP,MAHMUDIYE SUPPE,СУП,0,0,0,0
2264,PORTAKALLI BALIK,FISH WITH ORANGE,FISCH MIT ORANGE,РЫБА С АПЕЛЬСИНОМ,0,0,0,0
2265,LAHANA KAPUSKA,CABBAGE STEW,KOHL-EINTOPF,КАПУСТА ТУШЕНАЯ,0,0,0,0
2266,CİĞER SARMA,FILLED LIVER,GEFÜLLTE LEBER,ПЕЧЕНОЧНЫЕ РУЛЕТИКИ,0,0,0,0
2267,HÜNKAR BEĞENDİ,lamb stew served on mashed eggplant,Lammeintopf auf zerkleinerter Aubergine,ТУР.БЛЮДО С ЯГНЕНКОМ,0,0,0,0
2268,YUMURTALI PAZI,CHARD WITH EGG,MANGOLD MIT EI,МАНГОЛЬД С ЯЙЦОМ,0,0,0,0
2269,SUCUKLU KURU FASULYE,BEANS WITH TURKISH SAUSAGE,BOHNEN MIT TÜRKISCHER WURST,ФАСОЛЬ С ТУРЕЦКОЙ КОЛБАСОЙ,0,0,0,0
2270,KARİDESLİ ENGİNAR DOLMA,STUFFED ARTICHOKES WITH SHRIMP,GEFÜLLTE ARTISCHOCKEN MIT GARNELEN,ФАРШИРОВАННЫЕ АРТИШОКИ С КРЕВЕТКАМИ,0,0,0,0
2271,KABAK SANDAL SEFASI,COURGETTE GRATIN,ZUCCHİNİ GRATİN,ЦУКИНИ ЗАПЕЧЕННЫЙ,0,0,0,0
2272,KAYISILI MALATYA PİLAVI,RICE WITH APRICOT,REIS MIT APRIKOSE,РИСОВЫЙ ПЛОВ С АБРИКОСОМ,0,0,0,0
2273,TEREYAĞLI PİRİNÇ PİLAVI,RICE WITH BUTTER,REIS MIT BUTTER,РИС В СЛИВОЧНОМ МАСЛЕ,0,0,0,0
2274,TEREYAĞLI KAYSERİ PİLAVI,RICE WITH BUTTER,REIS MIT BUTTER,РИС СО СЛИВОЧНЫМ МАСЛОМ ПО-КАЙСЕРИЙСКИ,0,0,0,0
2275,ACILI LAHMACUN,SPICY TRADITIONAL TURKISH THIN BREAD,WÜRZIGE TRADITIONELLE TÜRKISCHE DÜNNEN BROT,ОСТРЫЙ ЛАХМАДЖУН,0,0,0,0
2276,ACILI MUHAMMARA," Spicy dish of crashed walnuts,stale bread,tahini,olive oil,garlicand lemon juice","Würziges Gericht des abgestürzten Walnüsse, hartes Brot, Tahina, Olivenöl, Garlicand Zitrone Saft",ОСТРАЯ МУХАММАРА,0,0,0,0
2277,KUSKUS PİLAVI,KUSKUS RICE,PLUMPLORI-REIS,ПЛОВ С КУСКУСОМ,0,0,0,0
2278,HİNT KEBABI,INDIAN KEBAB,INDISCHE KEBAB,ИНДИЙСКИЙ ШАШЛЫК,0,0,0,0
2279,LİMON SOSLU BALIK,FISH WITH LEMON SAUCE,FISCH MIT ZITRONENSAUCE,РЫБА С ЛИМОННЫМ СОУСОМ,0,0,0,0
2280,FONDAN PATATES,FONDANTS POTATOES,FONDANTEN KARTOFFELN,КАРТОФЕЛЬ,0,0,0,0
2281,PAPPARDELLE,PAPPARDELLE,PAPPARDELLE,ПАППАРДЕЛЛЕ,0,0,0,0
2282,TAVUK GÖĞÜS IZGARA,GRILLED CHICKEN BREAST,GEGRILLTE HÄHNCHENBRUST, КУРИНАЯ ГРУДКА НА ГРИЛЕ,0,0,0,0
2283,ANDALUZ SALATA,ANDALUZ SALAD,ANDALUZ-SALAT,САЛАТ ПО АНДАЛУССКИ,0,0,0,0
2284,ACILI HİNT SALATASI,SPICY INDIAN SALAD,WÜRZIGE INDIAN SALAT,ПРЯНЫЙ ИНДИЙСКИЙ САЛАТ,0,0,0,0
2285,TABBULE,TABBOULEH,TABOULÉ,ТАБУЛЕ,0,0,0,0
2286,SOSİS PORTEKİZ,SAUSAGE PORTUGAL,WURST-PORTUGAL,СОСИСКА ПО ПОРТУГАЛЬСКИ,0,0,0,0
2287,DANA EMENSE DEMİ GLACE SOSLU,BEEF EMENSE AND DEMI GLACE SAUCE,KALBFLEISCH EMENSE  MIT CHAMPIGNONS UND DEMI GLACE SAUCE,ТЕЛЯТИНА ЭМАНСЕ С ГРИБАМИ И СОУСОМ ДЕМИ ,0,0,0,0
2288,MISIR UNLU MEZGİT TAVA,FRIED HADDOCK WITH CORN FLOUR,GEBRATENER SCHELLFISCH MIT MAISMEHL,ЖАРЕНАЯ ПИКША В КУКУРУЗНОЙ МУКЕ,0,0,0,0
2289,SEBZELİ NOODLE,NODDLE WITH VEGETABLE,NUDELN MIT GEMÜSE,ЛАПША С ОВОЩАМИ,0,0,0,0
2290,TAVUKLU PENNE,PENNE WITH CHICKEN,PENNE MIT HUHN,ПЕННЕ С КУРИЦЕЙ,0,0,0,0
2291,MARINATLI HİNDİ,MARINATED TURKEY,MARINIERTE TRUTHAHN,МАРИНОВАННАЯ ИНДЕЙКА,0,0,0,0
2292,BOMBAY FASULYE,MUMBAI BEANS,BOHNEN-MUMBAI,ФАСОЛЬ ПО МУМБАЙСКИ,0,0,0,0
2293,ORKİNOS KEBAP,TUNA KEBAB,THUNFISCH-SPIESSE,ШАШЛЫК ИЗ ТУНЦА,0,0,0,0
2294,FIRIN PATATES SUSAMLI,BAKED POTATO WITH SESAME,GEBACKENE KARTOFFEL MIT SESAM,ЗАПЕЧЕННЫЙ КАРТОФЕЛЬ С КУНЖУТОМ,0,0,0,0
2295,ISPANAKLI PEYNİR TERİN,CHEESE TERRINE WITH SPINACH,KÄSE-TERRINE MIT SPINAT,ТЕРРИН ИЗ СЫРА СО ШПИНАТОМ,0,0,0,0
2296,SALAMLI PEYNİR TERİN,CHEESE TERRINE WITH SALAMI,KÄSE-TERRINE MIT SALAMI,ТЕРРИН ИЗ СЫРА С САЛЯМИ,0,0,0,0
2297,ENGİNARLI TAVUK SOTE,SAUTEED CHICKEN WITH ARTICHOKE,SAUTIERTE HÜHNERBRUST MIT ARTISCHOCKEN,КУРИНОЕ РАГУ С АРТИШОКАМИ,0,0,0,0
2298,KEREVİZ SALATASI,CELERY SALAD,SELLERIE-SALAT,САЛАТ ИЗ СЕЛЬДЕРЕЯ,0,0,0,0
2299,PIRASA SALATASI,LEEK SALAD,PORREE-SALAT,САЛАТ ИЗ ЛУКА-ПОРЕЯ,0,0,0,0
2300,BRÜKSEL LAHANA SALATASI,BRUSSEL SPROUT SALAD,BRUSSEL SPROUT SALAT,БРЮССЕЛЬСКАЯ КАПУСТА САЛАТ,0,0,0,0
2301,SURİMİ,SURIMI,SURIMI,СУРИМИ,0,0,0,0
2302,ŞARKÜTERİ TERİN,DELICATESSEN-TERRINE,FEINKOST-TERRINE,ТЕРРИН ИЗ ДЕЛИКАТЕСОВ,0,0,0,0
2303,ANAÇ BALIK,BROODSTOCK FISH,BESATZMATERIALS FISCH,РЫБА,0,0,0,0
2304,BİBERİYE SOSLU PİLİÇ BAGET,CHICKEN DRUMSTICKS WITH ROSEMARY SAUCE,HÄHNCHENKEULEN MIT ROSMARIN-SAUCE,КУРИНЫЙ БАГЕТ С РОЗМАРИНОВЫМ СОУСОМ,0,0,0,0
2305,ISPANAKLI ALABALIK SARMA,ROLLED TROUT WITH SPINACH,GEROLLTE FORELLE MIT SPINAT,РОЛЛЫ ИЗ ФОРЕЛИ СО ШПИНАТОМ,0,0,0,0
2306,KABAK BASTI,ZUCCHINI,ZUCCHINI,ЦУККИНИ,0,0,0,0
2307,BRÜKSEL LİMONELLA,BRUSSEL SPROUT  ,BRUSSEL SPROUT  ,БРЮССЕЛЬСКАЯ КАПУСТА,0,0,0,0
2308,TON BALIĞI SALATASI,TUNA FISH SALAD,THUNFISCH-SALAT,САЛАТ ИЗ КОНСЕРВИРОВАННОГО ТУНЦА,0,0,0,0
2309,EKŞİLEME BRÜKSEL LAHANASI,SOURED BRUSSEL SPROUT,SAURE BRUSSEL SPROUT,КВАШЕННАЯ БРЮССЕЛЬСКАЯ КАПУСТА,0,0,0,0
2310,MARINATLI USKUMRU,MARINATED MACKEREL,MARINIERTE MAKRELE,МАРИНОВАННАЯ СКУМБРИЯ,0,0,0,0
2311,PEYNİR TERİN,CHEESE TERRINE,KÄSE-TERRINE,ТЕРРИН ИЗ СЫРА,0,0,0,0
2312,KAPARİ SOSLU BALIK,FISH WITH CAPERS SAUCE,FISCH MIT KAPERN-SAUCE,РЫБА С СОУСОМ ИЗ КАПЕРСОВ,0,0,0,0
2313,ISPANAK KAVURMA,ROASTED SPINACH,GEBRATENER SPINAT,ЖАРЕНЫЙ ШПИНАТ,0,0,0,0
2314,SEBZELİ TAGLİATELLE,VEGETABLE TAGLIATELLE,GEMÜSE-TAGLIATELLE,ОВОЩНОЙ ТАЛЬЯТЕЛЛЕ,0,0,0,0
2315,PEYNİR EZMELİ JAMBON ,HAM WITH CHEESE PASTE,SCHINKEN MIT KÄSE-PASTE,ВЕТЧИНА С СЫРНОЙ ПАСТОЙ,0,0,0,0
2316,PİLİÇ PLAKA,CHICKEN,HUHN,КУРИЦА,0,0,0,0
2317,PESTO SOSLU MAKARNA,PASTA WITH PESTO SAUCE,PASTA MIT PESTO-SAUCE,ПАСТА С СОУСОМ ПЕСТО,0,0,0,0
2318,EKŞİLEME MISIR ,SOURED SWEETCORN ,SAURE ZUCKERMAIS ,КВАШЕНАЯ КУКУРУЗА ,0,0,0,0
2319,EKŞİLEME KARNABAHAR,SOURED CAULIFLOWER,SAURE BLUMENKOHL,КВАШЕНАЯ ЦВЕТНАЯ  КАПУСТА,0,0,0,0
2320,EKŞİLEME BROKOLİ,SOURED BROCCOLI,SAURE BROKKOLI,КВАШЕНАЯ БРОККОЛИ,0,0,0,0
2321,EKŞİLEME DOMATES,SOURED TOMATO,SAURE TOMATEN,КВАШЕНЫЙ ПОМИДОР,0,0,0,0
2322,SARAY KATMER,FLAKY PASTRY,BLÄTTERTEIG,СЛОЕНЫЙ ПИРОГ,0,0,0,0
2323,EKŞİLEME FASULYE,SOURED BEANS,SAURE BOHNEN,КВАШЕНЫЙ ФАСОЛЬ,0,0,0,0
2324,EKŞİLEME SOĞAN,SOURED ONIONS,SAURE ZWIEBELN,КВАШЕНЫЙ ЛУК,0,0,0,0
2325,KAŞARLI PATLICAN DOLMA,FILLED EGGPLANTS WITH CHEESE,GEFÜLLTE EGGPALNTS MIT KÄSE,ФАРШ.БАКЛАЖАНЫ С СЫРОМ,0,0,0,0
2326,PEYNİRLİ BİBER DOLMA,FILLED PEPPER WITH CHEESE,GEFÜLLTE PAPRIKA MIT KÄSE,ФАРШ.ПЕРЕЦ С СЫРОМ,0,0,0,0
2327,DİL ÇORBASI,TONGUE SOUP,ZUNGE-SUPPE,СУП ИЗ ЯЗЫКА,0,0,0,0
2328,ORKİNOS IZGARA,GRILLED TUNA,GEGRILLTER THUNFISCH,ТУНЕЦ НА ГРИЛЕ,0,0,0,0
2329,ACILI YOGURT,SPICY YOGURT,WÜRZIGE JOGHURT,ЙОГУРТ С ПЕРЦЕМ,0,0,0,0
2330,ORKİNOS KAVURMA,ROASTED TUNA,GEBRATENER THUNFISCH,ЖАРЕНЫЙ ТУНЕЦ,0,0,0,0
2331,SAFRANLI RİZOTTO,RISOTTO WITH SAFFRON,RISOTTO MIT SAFRAN,РИЗОТТО С ШАФРАНОМ,0,0,0,0
2332,TAVUK PİKATA,CHICKEN PICATTA,HAHNCHEN PIKATA ,КУРИЦА ПИКАТА,0,0,0,0
2333,PİRİNÇLİ PIRASA,LEEK WITH RICE,LAUCH MIT REIS,ЛУК- ПОРЕЙ,0,0,0,0
2334,TAZE FASULYE SALATASI,GREEN BEANS SALAD,GRÜNE BOHNEN SALAT,САЛАТ ИЗ СТРУЧКОВОЙ ФАСОЛИ,0,0,0,0
2335,BROKOLİ SALATASI,BROCCOLI SALAD,BROKKOLI SALAT,САЛАТ ИЗ БРОККОЛИ,0,0,0,0
2336,BEZELYE SALATASI,PEAS SALAD,ERBSEN SALAT,САЛАТ С ЗЕЛЕНЫМ ГОРОХОМ,0,0,0,0
2337,KIRMIZI BİBER SİLKME,RED PEPPER,PAPRIKA,БЛЮДО С КРАСНЫМ ПЕРЦЕМ,0,0,0,0
2338,BALLI MISIRLI KANAT,CHICKEN WINGS WITH HONEY & SWEETCORN,HÄHNCHENFLÜGEL MIT HONIG & ZUCKERMAIS,КУРИНЫЕ КРЫЛЫШКИ С МЕДОМ & КУКУРУЗА,0,0,0,0
2339,ACI SOSLU TAVUK KANAT,SPICY CHICKEN WINGS ,HÜHNCHENFLÜGEL  GEWÜRZT,КУРИНЫЕ КРЫЛЫШКИ СО СПЕЦИЯМИ,0,0,0,0
2340,DANA KANTON ,BEEF CANTON,RINDFLEISCH KANTON,ГОВЯДИНА КАНТОН,0,0,0,0
2341,BAMİ GORENG,BAMI GORENG,BAHMİ GORENG,BAMI GORENG,0,0,0,0
2342,BENYE SOSLU KARNBAHAR,CAULIFLOWERS WITH BENYE SAUCE,BLUMENKOHL MIT BENYE-SAUCE,ЦВЕТНАЯ КАПУСТА С СОУСОМ BENYE,0,0,0,0
2343,RAKI SOSLU BALIK,FRIED FISH IN RAKI SAUCE,GEBRATENER FISCH IN RAKI SAUCE,РЫБА ЖАРЕНАЯ В СОУСЕ РАКИ,0,0,0,0
2344,İTALYAN TERİN,ITALIAN TERRINE,ITALIENISCHE TERRINE,ИТАЛЬЯНСКИЙ ТЕРРИН,0,0,0,0
2345,ÇİĞ KÖFTE,STEAK TARTAR A LA TURKA,STEAK TARTAR A LA TURKA,СТЕЙК ТАРТАР LA TURKA,0,0,0,0
2346,HARDALLI MEZGİT,HADDOCK WITH MUSTARD,SCHELLFISCH MIT SENF,ПИКША С ГОРЧИЦЕЙ,0,0,0,0
2347,BALIK GRATEN,FİSCH GRATIN,FİSCH GRATIN,"РЫБА ""ГРАТИН""",0,0,0,0
2348,ELMALI KIRMIZI LAHANA SOTE ,SAUTEED RED CABBAGE WITH APPLE ,SAUTIERTE ROT KOHL MIT APFEL,КАПУСТА COTE С ЯБЛОКОМ,0,0,0,0
2349,HALKA KABAK KAVURMA,ROASTED ZUCCINI,GEBRATENE ZUCCINI,ЖАРЕНЫЕ ЦУККИНИ,0,0,0,0
2350,TİRE KÖFTE,TRADITIONAL MEATBALLS,TRADITIONELLE FRIKADELLEN,ТРАДИЦИОННЫЕ ФРИКАДЕЛЬКИ,0,0,0,0
2351,SUPREM SOSLU PİLİÇ,CHICKEN WITH SUPREME SAUCE,HUHN MIT OBERSTEN SAUCE,КУРИЦА С СОУСОМ ,0,0,0,0
2352,BAHÇIVAN KEBABI,GARDENER KEBAB,GÄRTNER-KEBAB,"ШАШЛЫК ""САДОВНИЧИЙ""",0,0,0,0
2353,SARAY KEBABI,SARAY' KEBAB,SARAY' KEBAB,SARAY' КЕБАБ,0,0,0,0
2354,MÜCVER, 'MÜCVER', 'MUCVER',"""МУЖВЕР""",0,0,0,0
2355,SEMİZOTU BORANİ,SAUTEED PURSLANE,SAUTİERTEN PORTULAK,БЛЮДО С ПОРТУЛАКОМ,0,0,0,0
2356,SEBZELİ PENNE,PENNE WITH VEGETABLE,PENNE MIT GEMUSE,ПЕННЕ С ОВОЩАМИ,0,0,0,0
2357,YUFKA SALATASI,DOUGH SALAD,DOUGH SALAT,САЛАТ С ЛЕПЕШКОЙ,0,0,0,0
2358,KABAK SİLKME,ZUCCHINI,ZUCCHINI,ЦУККИНИ,0,0,0,0
2359,ARPACIK SOĞAN EKŞİLEME,SOURED SHALLOT,SAURE SCHALOTTE,БЛЮДО С ЛУКОМ,0,0,0,0
2360,DOMATES EKŞİLEME,SOURED TOMATOES,SAURE TOMATEN,БЛЮДО С ПОМИДОРАМИ,0,0,0,0
2361,HİNDİ TERİN,TURKEY TERRINE,TRUTHÄHN,ИНДЕЙКА,0,0,0,0
2362,PİLİÇ TERİN ZEYTİNLİ,CHICKEN TERRINE WITH OLIVE,HUHN-TERRINE MIT OLIVE,КУРИНЫЙ ТЕРРИН,0,0,0,0
2363,ANDALOZ ÇORBA,ANDALOZ SOUP,ANDALOZ SUPPE,СУП ПО АНДАЛУССКИ,0,0,0,0
2364,BEŞAMEL SOSLU KEBAP,KEBAB WITH BECHAMEL SAUCE ,SPIESSE MIT BECHAMEL-SAUCE,КЕБАБ С СОУСОМ БЕШАМЕЛЬ,0,0,0,0
2365,FIRIN PİLİÇ,BAKED CHICKEN,GEBACKENES HUHN,ЗАПЕЧЕННАЯ КУРИЦА,0,0,0,0
2366,ORBİT FASULYE BASTI,ORBIT BEANS,UMLAUFBAHN BOHNEN,БЛЮДО ИЗ ФАСОЛИ,0,0,0,0
2367,SEBZE GARNİTÜR,VEGETABLE SIDE DISH,GEMÜSE BEILAGE,ОВОЩНОЙ ГАРНИР,0,0,0,0
2368,MANTARLI KREMALI TORTELLİNİ,TORTELLINI WITH CREAM AND MUSHROOM,TORTELLINI MIT RAHMSAUCE & PILZ,ТОРТЕЛЛИНИ С СЛИВОЧНЫМ СОУСОМ,0,0,0,0
2369,YUMURTA SÖĞÜŞ,SLICED EGG,GESCHNITTENEM EI,ЯЙЦА В ЙОГУРТЕ,0,0,0,0
2370,KALAMAR & MİDYE SOTE,SAUTEED SQUID AND MUSSELS,SAUTIERTE TINTENFISCH UND MUSCHELN,РАГУ ИЗ КАЛЬМАРОВ И МИДИЙ,0,0,0,0
2371,SÜTLÜ MISIR,SWEET CORN WITH MILK,ZUCKERMAIS MIT MILCH,МОЛОЧНАЯ КУКУРУЗА,0,0,0,0
2372,SOYA SOSLU ÇİN SEBZE SOTE,SAUTEED VEGETABLES WITH SOY,SAUTIERTE GEMÜSE MIT SOJA,ОВОЩНОЕ РАГУ В СОЕВОМ СОУСЕ ПО КИТАЙСКИ,0,0,0,0
2373,KALAMAR GÜVEÇ,SQUID CASSEROLE,TINTENFISCH-AUFLAUF,ЗАПЕКАНКА ИЗ КАЛЬМАРОВ,0,0,0,0
2374,PÜRELİ SANDAL KÖFTE,MEATBALL WITH PUREE,FRIKADELLE MIT PÜREE,ФРИКАДЕЛЬКИ С ПЮРЕ,0,0,0,0
2375,PATATES KUMPİR,BAKED JACKET POTATO,GEBACKENE JACKET POTATO,КАРТОФЕЛЬ ЗАПЕЧЕННЫЙ  В МУНДИРЕ ,0,0,0,0
2376,AKDENİZ SEBZE GARNİTÜR,MEDITERRANEAN VEGETABLE SIDE DISH,MEDITERRANE GEMÜSE-BEILAGE,СРЕДИЗЕМНОМОРСКИЙ ОВОЩНОЙ ГАРНИР,0,0,0,0
2377,SEBZELİ PİLİÇ BAGET,CHICKEN DRUMSTICKS WITH VEGETABLE,HUHNCHEN BAGET MIT GEMÜSE,ОВОЩНОЙ ГАРНИР ПО-СРЕДИЗЕМНОМОРСКИ,0,0,0,0
2378,RAKI SOSLU MEZGİT BUĞLAMA,STEAMED HADDOCK WITH RAKI SAUCE,GEDÄMPFTER SCHELLFISCH MIT RAKI-SAUCE,ОТВАРНОЙ МЕРЛАНГ В СОУСЕ ИЗ РАКЫ,0,0,0,0
2379,ET FÜME,SMOKED MEAT,GERÄUCHERTES FLEISCH,КОПЧЕНОE МЯСО,0,0,0,0
2380,LİMON SOSLU TAVUK,CHICKEN WITH LEMON SAUCE,HUHN MIT ZITRONENSAUCE,КУРИЦА С ЛИМОННЫМ СОУСОМ,0,0,0,0
2381,ŞARKÜTERİLİ PİLİÇ TERİN,CHICKEN TERRINE WITH DELICATESSEN,HUHN-TERRINE MIT FEINKOST,КУРИНЫЙ ТЕРРИН С ДЕЛИКАТЕСОМ,0,0,0,0
2382,SEBZELİ PİLİÇ TERİN,CHICKEN TERRINE WITH VEGETABLE,HUHN-TERRINE MIT GEMÜSE,ТЕРРИН ИЗ КУРИЦЫ С ОВОЩАМИ,0,0,0,0
2383,SEBZELİ HİNDİ SARMA,STUFFED TURKEY ROLL WITH VEGETABLE,GEFÜLLTER TRUTHAHN ROLL MIT GEMÜSE,ОВОЩНЫЕ РОЛЛЫ С ИНДЕЙКОЙ,0,0,0,0
2384,HİNDİ SARMA,STUFFED TURKEY ROLL  ,GEFÜLLTER TRUTHAHN ROLL  ,РОЛЛЫ С ИНДЕЙКОЙ,0,0,0,0
2385,ISPANAK BORANİ,SAUTEED SPINACH,SAUTIERTEN SPINAT,ТУР.БЛЮДО СО ШПИНАТОМ,0,0,0,0
2386,NOHUT SALATASI,CHICKPEA SALAD,KICHERERBSEN-SALAT,САЛАТ ИЗ НУТА,0,0,0,0
2387,MAYONEZLİ TAVUK SALATASI,CHICKEN SALAD WITH MAYONNAISE,HÄHNCHEN-SALAT MIT MAYONNAISE,САЛАТ ИЗ КУРИЦЫ С МАЙОНЕЗОМ,0,0,0,0
2388,MANTAR SOSLU KÖFTE,MEATBALL WITH MUSHROOM SAUCE,FRIKADELLE MIT PILZSAUCE,ФРИКАДЕЛЬКИ С ГРИБНЫМ СОУСОМ,0,0,0,0
2389,HAMSİ TAVA,FRIED ANCHOVY,GABRETENE SARDELLEN,АНЧОУС ОБЖАРЕННЫЙ,0,0,0,0
2390,DÖMİ GLAS SOS,DEMI GLACE SAUCE,DEMI GLACE SAUCE,"ЗАСАХАРЕННЫЙ СОУС""ДЕМИ""",0,0,0,0
